year,type_of_violence,conflict_name,dyad_name,side_a,side_b,latitude,longitude,best
1991,2,"Republic of Croatia - SAO Eastern Slavonia, Baranja and Western Symria","Republic of Croatia - SAO Eastern Slavonia, Baranja and Western Symria",Republic of Croatia,"SAO Eastern Slavonia, Baranja and Western Symria",45.77,18.603611,1
1992,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,44.546111,15.374722,2
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.378889,18.955,1
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.436389,17.188889,7
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,1
1992,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,0
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.128333,19.226389,4
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,44.0,21.0,551
1991,2,Republic of Croatia - SAO Krajina,Republic of Croatia - SAO Krajina,Republic of Croatia,SAO Krajina,45.293056,15.972222,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.767778,20.715278,0
1991,2,"Republic of Croatia - SAO Eastern Slavonia, Baranja and Western Symria","Republic of Croatia - SAO Eastern Slavonia, Baranja and Western Symria",Republic of Croatia,"SAO Eastern Slavonia, Baranja and Western Symria",45.77,18.603611,2
1992,2,Republic of Croatia - Serbian Republic of Krajina,Republic of Croatia - Serbian Republic of Krajina,Republic of Croatia,Serbian Republic of Krajina,45.45,16.066667,1
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.745556,21.058333,0
1999,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.31873,20.63621,40
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.680278,18.405833,1
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.215278,20.661389,1
1992,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,0
1991,2,Republic of Croatia - SAO Krajina,Republic of Croatia - SAO Krajina,Republic of Croatia,SAO Krajina,45.293056,15.972222,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583333,21.0,0
1999,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.7325,20.66,126
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.901667,22.07,20
1998,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.537778,20.291111,30
1998,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.66,20.292222,8
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,42.650556,18.091389,6
1992,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.436389,17.188889,2
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,2
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,2
1992,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,4
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.606944,18.743889,10
1992,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,15
1998,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.66,20.292222,0
1992,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,43.703611,16.639444,1
1998,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.213889,20.739722,2
1998,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,43.0,21.053889,18
1992,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.680278,18.405833,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.458611,20.816944,0
1998,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.883333,20.866667,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.4525,20.968056,0
1991,2,Republic of Croatia - SAO Krajina,Republic of Croatia - SAO Krajina,Republic of Croatia,SAO Krajina,45.491667,15.55,1
1992,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.436389,17.188889,1
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,6
1992,2,Republic of Croatia - Serbian Republic of Krajina,Republic of Croatia - Serbian Republic of Krajina,Republic of Croatia,Serbian Republic of Krajina,45.551111,18.693889,1
1992,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.324167,17.254444,1
1991,2,Republic of Croatia - SAO Krajina,Republic of Croatia - SAO Krajina,Republic of Croatia,SAO Krajina,45.293056,15.972222,25
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.343333,18.999722,2
1998,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.399444,20.654722,0
1998,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.399444,20.654722,0
1998,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.358611,20.825,0
1998,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.399444,20.654722,0
1999,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.380278,20.430833,47
1999,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.991667,20.929167,0
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.466111,16.378333,3
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583333,21.0,0
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.343333,18.999722,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.873611,21.293611,1
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.491667,15.55,4
1999,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.826177,20.970512,0
1991,2,"Republic of Croatia - SAO Eastern Slavonia, Baranja and Western Symria","Republic of Croatia - SAO Eastern Slavonia, Baranja and Western Symria",Republic of Croatia,"SAO Eastern Slavonia, Baranja and Western Symria",45.410833,18.72,2
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.524722,16.281667,2
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,0
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,4
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.405278,18.975833,1
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.466111,16.378333,1
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,2
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,44.869444,15.2375,3
1991,2,Republic of Croatia - SAO Krajina,Republic of Croatia - SAO Krajina,Republic of Croatia,SAO Krajina,45.466111,16.378333,10
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,42.711944,18.344167,19
1999,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.792222,20.783333,3
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.343333,18.999722,1
1999,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.66,20.292222,45
1999,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.380278,20.430833,0
1999,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.646111,21.006667,0
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.491667,15.55,1
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.491667,15.55,5
1998,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.358611,20.825,0
1998,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.380278,20.430833,0
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.340278,17.685278,10
1991,2,Republic of Croatia - SAO Krajina,Republic of Croatia - SAO Krajina,Republic of Croatia,SAO Krajina,45.293056,15.972222,1
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,1
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,2
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.701389,20.380278,1
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.405278,18.975833,8
1992,2,Republic of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina,Republic of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina,Republic of Bosnia-Herzegovina,Serbian Republic of Bosnia-Herzegovina,45.1375,17.989722,3
1992,2,Republic of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina,Republic of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina,Republic of Bosnia-Herzegovina,Serbian Republic of Bosnia-Herzegovina,45.1375,17.989722,5
1998,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.482222,20.745833,0
1998,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.556508,20.96575,2
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.343333,18.999722,5
1992,2,Republic of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina,Republic of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina,Republic of Bosnia-Herzegovina,Serbian Republic of Bosnia-Herzegovina,45.1375,17.989722,2
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.491667,15.55,1
1992,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.267222,17.29,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.732778,21.025556,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.759722,20.289167,17
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,8
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.485556,20.25,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.701389,20.380278,0
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.436389,17.188889,4
1991,2,Republic of Croatia - SAO Krajina,Republic of Croatia - SAO Krajina,Republic of Croatia,SAO Krajina,44.119722,15.242222,1
1991,2,Republic of Croatia - SAO Krajina,Republic of Croatia - SAO Krajina,Republic of Croatia,SAO Krajina,43.820278,15.923611,2
1991,2,Republic of Croatia - SAO Krajina,Republic of Croatia - SAO Krajina,Republic of Croatia,SAO Krajina,45.491667,15.55,1
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.343333,18.999722,1
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,43.820278,15.923611,3
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,44.0,21.0,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.358611,20.825,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.940278,21.138056,0
1991,2,Republic of Croatia - SAO Krajina,Republic of Croatia - SAO Krajina,Republic of Croatia,SAO Krajina,45.166667,15.5,53
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583333,21.0,0
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.255,17.383056,2
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.343333,18.999722,4
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,4
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.436389,17.188889,6
1992,2,Republic of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina,Republic of Bosnia-Herzegovina - Serbian Republic of Bosnia-Herzegovina,Republic of Bosnia-Herzegovina,Serbian Republic of Bosnia-Herzegovina,45.066667,18.488889,2
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,44.119722,15.242222,1
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.343333,18.999722,3
1998,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.537778,20.291111,7
1999,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.213889,20.739722,0
1999,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.507571,21.04196,19
1998,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.753741,20.806164,1
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.343333,18.999722,3
1991,2,Republic of Croatia - SAO Krajina,Republic of Croatia - SAO Krajina,Republic of Croatia,SAO Krajina,45.231667,16.539167,3
1998,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,44.316944,19.955833,2
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,19
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,2
1992,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,42.916667,17.416667,2
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.255,17.383056,15
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.123333,20.6325,0
1991,1,Serbia (Yugoslavia):Slovenia,Government of Serbia (Yugoslavia) - Republic of Slovenia,Government of Serbia (Yugoslavia),Republic of Slovenia,46.25,15.166667,8
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.666667,21.166667,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,44.593056,20.25,1
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.380278,20.430833,1
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.65,20.716667,0
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.166667,15.5,1126
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.166667,15.5,6
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,43.541667,21.707778,10
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.681111,20.852778,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,43.541667,21.707778,3
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.415556,20.229722,2
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.910556,21.193056,0
1992,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.490833,18.675,4
1992,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,44.119722,15.242222,3
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.303611,21.025556,3
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.303611,21.025556,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.584167,21.001944,3
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.666667,21.166667,1
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.116667,15.6,2
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.219722,20.526667,31
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.255,17.383056,4
1999,3,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia) - Civilians,Government of Serbia (Yugoslavia),Civilians,42.910556,21.193056,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.194722,21.276667,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.415556,20.229722,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.454444,20.238333,0
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.940278,21.138056,0
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.255,17.383056,2
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.959722,21.838611,2
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.811111,21.426389,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.583333,21.0,0
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.587222,20.739167,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.661389,19.8825,6
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.486111,20.348889,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,43.891389,20.349722,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,43.891389,20.349722,4
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.258611,20.796944,87
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.576389,20.440556,1
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.5075,20.317778,2
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.498611,20.378889,4
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.561389,20.418056,3
1991,1,Serbia (Yugoslavia):Croatia,Government of Serbia (Yugoslavia) - Republic of Croatia,Government of Serbia (Yugoslavia),Republic of Croatia,45.551111,18.693889,4
1998,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,42.4525,20.968056,1
1999,1,Serbia (Yugoslavia):Kosovo,Government of Serbia (Yugoslavia) - UCK,Government of Serbia (Yugoslavia),UCK,43.9275,21.37,1
