year,type_of_violence,conflict_name,dyad_name,side_a,side_b,latitude,longitude,best
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.2917,45.8724,104
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,0
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,105
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,43
1999,1,Russia (Soviet Union):Dagestan,Government of Russia (Soviet Union) - Wahhabi movement of the Buinaksk district,Government of Russia (Soviet Union),Wahhabi movement of the Buinaksk district,42.8496,47.6269,17
1995,3,Government of Russia (Soviet Union) - Civilians,Government of Russia (Soviet Union) - Civilians,Government of Russia (Soviet Union),Civilians,43.2911,45.3014,120
1995,3,Government of Russia (Soviet Union) - Civilians,Government of Russia (Soviet Union) - Civilians,Government of Russia (Soviet Union),Civilians,43.1117,45.9901,7
1993,1,Russia (Soviet Union):Government,Government of Russia (Soviet Union) - Parliamentary Forces,Government of Russia (Soviet Union),Parliamentary Forces,55.7558,37.6173,10
1991,1,Russia (Soviet Union):Nagorno-Karabakh,Government of Russia (Soviet Union) - Republic of Armenia,Government of Russia (Soviet Union),Republic of Armenia,40.4433,46.4486,1
1991,1,Russia (Soviet Union):Nagorno-Karabakh,Government of Russia (Soviet Union) - Republic of Armenia,Government of Russia (Soviet Union),Republic of Armenia,40.41495,46.436849,1
1990,2,Armenian - Azeri,Armenian - Azeri,Armenian,Azeri,40.25,45.0,2
1990,2,Armenian - Azeri,Armenian - Azeri,Armenian,Azeri,41.0925,45.3656,9
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,27
1992,3,Government of Russia (Soviet Union) - Civilians,Government of Russia (Soviet Union) - Civilians,Government of Russia (Soviet Union),Civilians,55.7558,37.6173,1
1998,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.8485,46.7233,5
1996,3,Chechen Republic of Ichkeria - Civilians,Chechen Republic of Ichkeria - Civilians,Chechen Republic of Ichkeria,Civilians,43.8485,46.7233,0
1996,3,Chechen Republic of Ichkeria - Civilians,Chechen Republic of Ichkeria - Civilians,Chechen Republic of Ichkeria,Civilians,43.1872,45.2864,1
1997,3,Chechen Republic of Ichkeria - Civilians,Chechen Republic of Ichkeria - Civilians,Chechen Republic of Ichkeria,Civilians,44.0412,43.0661,2
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,44.7859,44.1464,5
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.2001,45.7874,30
1999,3,Government of Russia (Soviet Union) - Civilians,Government of Russia (Soviet Union) - Civilians,Government of Russia (Soviet Union),Civilians,43.3058,45.7477,0
1995,3,Chechen Republic of Ichkeria - Civilians,Chechen Republic of Ichkeria - Civilians,Chechen Republic of Ichkeria,Civilians,42.9595,46.1134,3
1995,3,Chechen Republic of Ichkeria - Civilians,Chechen Republic of Ichkeria - Civilians,Chechen Republic of Ichkeria,Civilians,44.7925,44.1536,5
1994,3,Government of Russia (Soviet Union) - Civilians,Government of Russia (Soviet Union) - Civilians,Government of Russia (Soviet Union),Civilians,43.3058,45.7477,9
1994,3,Government of Russia (Soviet Union) - Civilians,Government of Russia (Soviet Union) - Civilians,Government of Russia (Soviet Union),Civilians,43.3058,45.7477,3
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,6
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,60
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,9
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,5
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,53
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,8
1997,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.9611,47.6434,2
1997,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.8485,46.7233,0
1998,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,42.9849,47.5046,2
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,42.7073,46.1762,4
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,42.8496,47.6269,12
1997,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.4052,44.8203,0
1997,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,9
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,2
1995,3,Chechen Republic of Ichkeria - Civilians,Chechen Republic of Ichkeria - Civilians,Chechen Republic of Ichkeria,Civilians,43.3058,45.7477,11
1995,3,Chechen Republic of Ichkeria - Civilians,Chechen Republic of Ichkeria - Civilians,Chechen Republic of Ichkeria,Civilians,43.3058,45.7477,0
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,9
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,0
1995,3,Government of Russia (Soviet Union) - Civilians,Government of Russia (Soviet Union) - Civilians,Government of Russia (Soviet Union),Civilians,43.2911,45.3014,0
1995,3,Chechen Republic of Ichkeria - Civilians,Chechen Republic of Ichkeria - Civilians,Chechen Republic of Ichkeria,Civilians,43.2911,45.3014,0
1990,1,Russia (Soviet Union):Nagorno-Karabakh,Government of Russia (Soviet Union) - Republic of Armenia,Government of Russia (Soviet Union),Republic of Armenia,41.26,45.09,12
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.1596,46.3597,4
1994,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,0
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,1
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,4
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,0
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,1
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,1
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,2
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,28
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,200
1994,2,Chechen Republic of Ichkeria - Provisional Council of the Chechen Republic,Chechen Republic of Ichkeria - Provisional Council of the Chechen Republic,Chechen Republic of Ichkeria,Provisional Council of the Chechen Republic,43.1276,45.5406,25
1994,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,19
